time,mag,place
2022-04-12T06:28:58.336Z,4.60,"4 km N of Tournavista, Peru"
2022-04-12T06:23:43.370Z,1.66,"15km SSE of Tres Pinos, CA"
2022-04-12T06:10:27.270Z,0.99,"3km SSE of The Geysers, CA"
2022-04-12T06:09:43.370Z,2.15,"2 km S of Indios, Puerto Rico"
2022-04-12T06:05:02.852Z,1.30,"46 km N of Chase, Alaska"
2022-04-12T05:53:13.470Z,2.46,"7 km SSE of Guánica, Puerto Rico"
2022-04-12T05:49:24.540Z,1.83,"5 km WSW of Fuig, Puerto Rico"
2022-04-12T05:39:04.889Z,1.10,"60 km S of Goldfield, Nevada"
2022-04-12T05:38:06.070Z,2.00,"3 km E of La Parguera, Puerto Rico"
2022-04-12T05:35:32.890Z,1.99,"Island of Hawaii, Hawaii"
2022-04-12T05:29:37.910Z,2.68,"19 km SSW of Potala Pastillo, Puerto Rico"
2022-04-12T05:24:43.590Z,0.14,"7km WNW of The Geysers, CA"
2022-04-12T05:22:56.540Z,1.25,"5 km S of Oak Bay, Canada"
2022-04-12T05:22:49.369Z,1.50,"31 km SE of Mina, Nevada"
2022-04-12T05:16:56.662Z,1.70,"81 km E of Cantwell, Alaska"
2022-04-12T05:14:26.220Z,0.87,"0km W of Baldwin Park, CA"
2022-04-12T05:14:16.220Z,0.55,"8 km NNW of Packwood, Washington"
2022-04-12T04:58:00.090Z,2.55,"3 km E of La Parguera, Puerto Rico"
2022-04-12T04:56:16.630Z,2.40,"59 km S of Whites City, New Mexico"
2022-04-12T04:55:28.078Z,4.30,"77 km SE of Gorontalo, Indonesia"
2022-04-12T04:47:36.610Z,0.63,"44 km NNE of Alta, Wyoming"
2022-04-12T04:46:57.594Z,1.50,"59 km NNW of Petersville, Alaska"
2022-04-12T04:45:31.159Z,2.00,"71 km NE of Aleneva, Alaska"
2022-04-12T04:39:35.980Z,0.46,"15km ENE of Alum Rock, CA"
2022-04-12T04:23:42.610Z,0.14,"99 km SSE of Kokhanok, Alaska"
2022-04-12T04:22:28.910Z,1.84,"8 km SSE of Marysville, Montana"
2022-04-12T04:14:41.391Z,4.00,"34 km ESE of Yujing, Taiwan"
2022-04-12T04:13:03.300Z,1.41,"8 km S of Marysville, Montana"
2022-04-12T04:10:21.540Z,1.28,"2km SE of The Geysers, CA"
2022-04-12T04:09:32.010Z,0.78,"15km ENE of Alum Rock, CA"
2022-04-12T04:09:27.312Z,0.90,"49 km NW of Ninilchik, Alaska"
2022-04-12T04:08:54.560Z,0.96,"4km E of Fremont, CA"
2022-04-12T04:05:30.082Z,1.40,"61 km WNW of Petersville, Alaska"
2022-04-12T04:03:13.720Z,1.12,"2km ENE of Colton, CA"
2022-04-12T03:55:45.070Z,-0.59,"85 km NNW of Karluk, Alaska"
2022-04-12T03:55:35.450Z,-0.99,Southern Alaska
2022-04-12T03:53:38.580Z,1.24,"2km WNW of Anderson Springs, CA"
2022-04-12T03:47:59.660Z,2.27,"9 km ENE of Pāhala, Hawaii"
2022-04-12T03:47:39.583Z,1.50,"55 km SSW of Cantwell, Alaska"
2022-04-12T03:31:59.299Z,1.83,"12 km E of Crowder, Oklahoma"
2022-04-12T03:28:54.973Z,1.60,"49 km E of Pedro Bay, Alaska"
2022-04-12T03:27:29.140Z,1.01,"16km E of Little Lake, CA"
2022-04-12T03:25:08.340Z,2.28,"6 km E of Pole Ojea, Puerto Rico"
2022-04-12T03:24:03.310Z,0.85,"4km W of Cobb, CA"
2022-04-12T03:23:42.592Z,4.20,"226 km E of Levuka, Fiji"
2022-04-12T03:11:03.990Z,1.18,"8km NW of The Geysers, CA"
2022-04-12T02:57:27.900Z,2.01,"8 km SW of Guánica, Puerto Rico"
2022-04-12T02:48:25.160Z,2.24,"6km NW of Walker, CA"
2022-04-12T02:47:49.510Z,1.86,"4 km SSE of Pāhala, Hawaii"
2022-04-12T02:45:22.360Z,2.10,"10 km E of Pāhala, Hawaii"
2022-04-12T02:39:01.399Z,1.90,"62 km SSW of Shungnak, Alaska"
2022-04-12T02:34:37.860Z,2.26,"11 km ENE of Pāhala, Hawaii"
2022-04-12T02:27:31.260Z,1.03,"3km SSE of Lake Henshaw, CA"
2022-04-12T02:25:50.400Z,0.86,"2km SW of Cobb, CA"
2022-04-12T02:25:34.570Z,2.02,"4 km SSE of Pāhala, Hawaii"
2022-04-12T02:23:15.696Z,1.30,"56 km E of Pedro Bay, Alaska"
2022-04-12T02:18:28.120Z,0.09,Washington
2022-04-12T02:16:21.190Z,0.05,"74 km N of Karluk, Alaska"
2022-04-12T02:15:14.970Z,2.11,"8km NW of The Geysers, CA"
2022-04-12T02:13:33.530Z,1.47,"8km NW of The Geysers, CA"
2022-04-12T02:10:58.723Z,0.60,"51 km NW of Ninilchik, Alaska"
2022-04-12T02:09:26.870Z,-0.81,"64 km ENE of Pedro Bay, Alaska"
2022-04-12T02:03:05.000Z,0.78,"8km NE of San Juan Bautista, CA"
2022-04-12T01:52:40.108Z,1.00,"33 km N of Chickaloon, Alaska"
2022-04-12T01:40:50.194Z,1.40,Central Alaska
2022-04-12T01:30:52.920Z,2.14,"1 km N of Guayanilla, Puerto Rico"
2022-04-12T01:21:36.908Z,1.90,"1 km NNE of Patten, Maine"
2022-04-12T01:19:48.360Z,1.88,"11 km ENE of Pāhala, Hawaii"
2022-04-12T01:14:46.040Z,-0.08,"23 km S of Mammoth, Wyoming"
2022-04-12T00:55:44.870Z,2.39,"3 km SE of La Parguera, Puerto Rico"
2022-04-12T00:55:04.230Z,0.95,"8km NW of Hercules, CA"
2022-04-12T00:54:16.370Z,2.55,"13km S of Ferndale, CA"
2022-04-12T00:40:12.150Z,1.70,"2km SW of Cobb, CA"
2022-04-12T00:30:30.192Z,2.50,"47 km E of Pedro Bay, Alaska"
2022-04-12T00:10:14.510Z,0.32,"2km ENE of The Geysers, CA"
2022-04-11T23:55:18.377Z,0.70,"17 km E of Minto, Alaska"
2022-04-11T23:52:31.800Z,1.70,"21 km WNW of Sitka, Alaska"
2022-04-11T23:45:51.917Z,1.60,"22 km W of Sitka, Alaska"
2022-04-11T23:44:02.571Z,2.10,"23 km W of Sitka, Alaska"
2022-04-11T23:43:17.167Z,1.80,"22 km W of Sitka, Alaska"
2022-04-11T23:41:07.220Z,0.90,"65 km ENE of Nikolski, Alaska"
2022-04-11T23:40:20.790Z,3.24,"13km WNW of Calipatria, CA"
2022-04-11T23:40:06.298Z,1.60,"20 km WNW of Sitka, Alaska"
2022-04-11T23:35:08.610Z,3.09,"63 km N of Hatillo, Puerto Rico"
2022-04-11T23:28:00.378Z,2.00,"25 km E of Akutan, Alaska"
2022-04-11T23:27:38.735Z,1.70,"21 km W of Sitka, Alaska"
2022-04-11T23:22:32.625Z,1.60,"20 km WNW of Sitka, Alaska"
2022-04-11T23:16:50.796Z,1.70,"20 km WNW of Sitka, Alaska"
2022-04-11T23:06:13.097Z,0.90,"15 km E of Fox, Alaska"
2022-04-11T23:02:30.957Z,1.40,"22 km WNW of Sitka, Alaska"
2022-04-11T22:55:29.307Z,0.90,"3 km NNW of Point MacKenzie, Alaska"
2022-04-11T22:52:20.710Z,0.68,"81 km W of Adak, Alaska"
2022-04-11T22:51:45.747Z,1.70,"22 km W of Sitka, Alaska"
2022-04-11T22:50:14.340Z,1.80,"14 km W of Sitka, Alaska"
2022-04-11T22:49:18.860Z,0.22,"81 km W of Adak, Alaska"
2022-04-11T22:49:02.528Z,1.10,"13 km W of Fishhook, Alaska"
2022-04-11T22:47:25.810Z,1.40,"47 km SSE of Kokhanok, Alaska"
2022-04-11T22:44:14.030Z,0.37,"9km WNW of Cobb, CA"
2022-04-11T22:37:00.510Z,1.75,"5 km S of Indios, Puerto Rico"
2022-04-11T22:29:59.620Z,0.93,"11 km WSW of Chilliwack, Canada"
2022-04-11T22:27:57.710Z,0.85,"2km NNW of The Geysers, CA"
2022-04-11T22:27:53.201Z,5.10,south of the Fiji Islands
2022-04-11T22:20:56.070Z,1.70,"45km NE of Holtville, CA"
2022-04-11T22:17:31.496Z,0.90,"1 km E of Chickaloon, Alaska"
2022-04-11T22:13:02.064Z,4.60,Reykjanes Ridge
2022-04-11T22:09:24.030Z,2.27,"9 km N of Piedmont, Oklahoma"
2022-04-11T22:06:46.870Z,1.70,"2km SW of Cobb, CA"
2022-04-11T22:05:15.507Z,1.70,"18 km WNW of Sitka, Alaska"
2022-04-11T22:03:25.694Z,3.70,"139 km SSE of Unalaska, Alaska"
2022-04-11T22:01:25.025Z,1.70,"21 km WNW of Sitka, Alaska"
2022-04-11T21:56:59.244Z,1.60,"21 km W of Sitka, Alaska"
2022-04-11T21:56:05.430Z,2.29,"14km ENE of Ridgecrest, CA"
2022-04-11T21:55:57.665Z,1.20,"33 km WNW of Ninilchik, Alaska"
2022-04-11T21:34:07.614Z,0.80,"12 km W of Point Possession, Alaska"
2022-04-11T21:32:47.670Z,1.18,"4km NNW of Murrieta Hot Springs, CA"
2022-04-11T21:30:35.770Z,-0.13,"3km W of Cobb, CA"
2022-04-11T21:30:07.730Z,-0.20,"98 km NNW of Karluk, Alaska"
2022-04-11T21:20:10.490Z,1.38,"9km E of Ojai, CA"
2022-04-11T21:15:29.000Z,1.97,"8 km S of Princeton, Canada"
2022-04-11T21:14:49.679Z,1.60,"20 km WNW of Sitka, Alaska"
2022-04-11T21:10:20.990Z,2.26,"Island of Hawaii, Hawaii"
2022-04-11T21:06:51.642Z,1.40,"55 km NNE of Petersville, Alaska"
2022-04-11T21:06:44.850Z,1.08,"5km W of Cobb, CA"
2022-04-11T21:06:00.399Z,1.80,"16 km WNW of Sitka, Alaska"
2022-04-11T21:00:15.749Z,1.70,"20 km WNW of Sitka, Alaska"
2022-04-11T20:57:02.680Z,-0.48,"86 km NNW of Karluk, Alaska"
2022-04-11T20:49:44.912Z,1.00,"1 km NE of Chickaloon, Alaska"
2022-04-11T20:48:38.220Z,-0.19,"86 km NNW of Karluk, Alaska"
2022-04-11T20:48:25.692Z,1.90,"21 km S of False Pass, Alaska"
2022-04-11T20:46:43.055Z,1.70,"21 km W of Sitka, Alaska"
2022-04-11T20:39:39.188Z,1.10,"10 km WSW of Nenana, Alaska"
2022-04-11T20:36:44.380Z,1.91,"9 km E of Pāhala, Hawaii"
2022-04-11T20:34:35.648Z,1.70,Southeastern Alaska
2022-04-11T20:34:27.300Z,1.02,"12km WSW of Toms Place, CA"
2022-04-11T20:33:55.830Z,1.78,"22 km W of Volcano, Hawaii"
2022-04-11T20:31:35.070Z,1.20,"46 km W of Cantwell, Alaska"
2022-04-11T20:18:42.992Z,1.50,"124 km WSW of Adak, Alaska"
2022-04-11T20:15:32.874Z,1.60,"11 km WSW of Nenana, Alaska"
2022-04-11T20:14:18.399Z,1.58,"1 km S of Mill Creek, Oklahoma"
2022-04-11T20:13:27.820Z,0.15,"5km WNW of The Geysers, CA"
2022-04-11T20:00:12.030Z,0.40,"14 km NE of West Yellowstone, Montana"
2022-04-11T19:55:53.930Z,-0.84,"63 km ENE of Pedro Bay, Alaska"
2022-04-11T19:52:38.359Z,1.40,"69 km WNW of Happy Valley, Alaska"
2022-04-11T19:50:04.530Z,1.68,"7 km W of Fuig, Puerto Rico"
2022-04-11T19:49:16.000Z,0.23,"3km N of The Geysers, CA"
2022-04-11T19:46:08.540Z,1.18,"8km WNW of Cobb, CA"
2022-04-11T19:44:53.163Z,4.60,"81 km SSE of Arica, Chile"
2022-04-11T19:39:47.740Z,1.49,"7 km SSW of Pāhala, Hawaii"
2022-04-11T19:38:21.113Z,1.00,"51 km ESE of Teller, Alaska"
2022-04-11T19:35:20.893Z,1.40,"122 km NW of Yakutat, Alaska"
2022-04-11T19:34:51.320Z,-0.18,"10km WNW of The Geysers, CA"
2022-04-11T19:31:48.327Z,1.60,"19 km WNW of Sitka, Alaska"
2022-04-11T19:30:17.430Z,1.25,"43 km NNE of Alta, Wyoming"
2022-04-11T19:29:10.070Z,1.14,"6km S of Redlands, CA"
2022-04-11T19:15:35.842Z,5.20,"283 km SSE of Alo, Wallis and Futuna"
2022-04-11T19:15:32.017Z,5.10,"49 km SE of Hengchun, Taiwan"
2022-04-11T19:14:25.222Z,1.20,"8 km S of Willow, Alaska"
2022-04-11T19:12:51.570Z,1.48,"1 km E of Duvall, Washington"
2022-04-11T19:11:21.580Z,1.80,"4 km N of Highland, Washington"
2022-04-11T19:04:56.590Z,-0.41,"85 km NNW of Karluk, Alaska"
2022-04-11T19:04:15.443Z,2.70,"22 km W of Sitka, Alaska"
2022-04-11T19:03:15.490Z,0.14,"45 km WNW of Beluga, Alaska"
2022-04-11T19:02:39.520Z,1.35,"4 km E of Butte, Montana"
2022-04-11T18:59:41.071Z,1.70,"20 km W of Sitka, Alaska"
2022-04-11T18:56:24.110Z,1.13,"0 km E of Kapowsin, Washington"
2022-04-11T18:54:14.641Z,1.10,"51 km NNW of Koyukuk, Alaska"
2022-04-11T18:53:52.594Z,4.40,"29 km SW of Lefkáda, Greece"
2022-04-11T18:49:22.817Z,1.70,"20 km WNW of Sitka, Alaska"
2022-04-11T18:47:37.290Z,0.93,"6km S of Livermore, CA"
2022-04-11T18:45:58.257Z,1.90,"20 km W of Sitka, Alaska"
2022-04-11T18:43:18.309Z,0.80,"32 km WNW of Anchor Point, Alaska"
2022-04-11T18:42:05.272Z,1.70,"20 km WNW of Sitka, Alaska"
2022-04-11T18:39:09.510Z,1.60,"55 km W of Anchor Point, Alaska"
2022-04-11T18:37:02.907Z,1.60,"21 km WNW of Sitka, Alaska"
2022-04-11T18:35:36.130Z,0.56,"8km NW of The Geysers, CA"
2022-04-11T18:33:38.142Z,0.90,"68 km N of Larsen Bay, Alaska"
2022-04-11T18:32:59.664Z,4.50,"86 km NW of San Antonio de los Cobres, Argentina"
2022-04-11T18:32:00.275Z,3.10,"52 km NW of Toyah, Texas"
2022-04-11T18:31:52.685Z,3.10,"51 km NW of Toyah, Texas"
2022-04-11T18:28:54.422Z,1.60,"21 km WNW of Sitka, Alaska"
2022-04-11T18:27:58.230Z,0.90,"7 km WNW of Anchorage, Alaska"
2022-04-11T18:25:32.435Z,2.20,"109 km ESE of Akutan, Alaska"
2022-04-11T18:22:37.918Z,2.30,"18 km SSE of Ackerly, Texas"
2022-04-11T18:20:16.781Z,0.90,"74 km ESE of Denali Park, Alaska"
2022-04-11T18:18:08.070Z,0.98,"16km ESE of Anza, CA"
2022-04-11T18:17:57.530Z,0.81,"16km ESE of Anza, CA"
2022-04-11T18:12:30.010Z,2.33,"8km S of Walker, CA"
2022-04-11T18:10:10.261Z,1.70,"19 km W of Sitka, Alaska"
2022-04-11T18:06:50.364Z,0.80,"1 km NE of Chickaloon, Alaska"
2022-04-11T18:01:56.887Z,1.60,"21 km W of Sitka, Alaska"
2022-04-11T18:00:11.626Z,1.70,"20 km W of Sitka, Alaska"
2022-04-11T17:59:35.750Z,1.93,"6 km WSW of Fuig, Puerto Rico"
2022-04-11T17:56:41.767Z,2.00,"21 km W of Sitka, Alaska"
2022-04-11T17:51:37.100Z,1.14,"12km NW of The Geysers, CA"
2022-04-11T17:46:48.867Z,1.60,"19 km WNW of Sitka, Alaska"
2022-04-11T17:44:54.030Z,-0.26,"86 km NNW of Karluk, Alaska"
2022-04-11T17:42:04.270Z,0.01,"82 km NNW of Karluk, Alaska"
2022-04-11T17:41:23.344Z,2.50,"76 km ENE of Adak, Alaska"
2022-04-11T17:38:42.806Z,4.50,"116 km NNW of Zonguldak, Turkey"
2022-04-11T17:36:10.432Z,0.90,"13 km NNE of Houston, Alaska"
2022-04-11T17:33:49.396Z,1.70,"15 km WNW of Sitka, Alaska"
2022-04-11T17:33:01.435Z,1.00,"66 km W of Petersville, Alaska"
2022-04-11T17:31:25.740Z,1.74,"30km SSW of South Dos Palos, CA"
2022-04-11T17:28:45.050Z,0.90,"7 km NE of Point MacKenzie, Alaska"
2022-04-11T17:26:55.869Z,1.90,"20 km WNW of Sitka, Alaska"
2022-04-11T17:24:04.430Z,4.60,"Volcano Islands, Japan region"
2022-04-11T17:23:14.154Z,1.60,"19 km W of Sitka, Alaska"
2022-04-11T17:20:01.020Z,1.82,"12 km SW of Volcano, Hawaii"
2022-04-11T17:18:34.515Z,1.60,"49 km SE of Pedro Bay, Alaska"
2022-04-11T17:17:49.613Z,0.80,"65 km WNW of Petersville, Alaska"
2022-04-11T17:17:44.670Z,1.98,"Hawaii region, Hawaii"
2022-04-11T17:16:58.066Z,2.30,"22 km W of Sitka, Alaska"
2022-04-11T17:14:58.660Z,1.69,"13 km SSW of Princeton, Canada"
2022-04-11T17:14:07.324Z,1.70,"27 km E of Skwentna, Alaska"
2022-04-11T17:12:41.894Z,1.90,"19 km WNW of Sitka, Alaska"
2022-04-11T17:12:15.160Z,1.07,"1km E of The Geysers, CA"
2022-04-11T16:56:14.832Z,1.70,"20 km W of Sitka, Alaska"
2022-04-11T16:54:17.342Z,2.30,"24 km WNW of Owyhee, Nevada"
2022-04-11T16:52:06.018Z,1.50,"46 km SW of Adak, Alaska"
2022-04-11T16:51:10.830Z,0.85,"7km NW of The Geysers, CA"
2022-04-11T16:43:34.369Z,0.50,"35 km NW of Indian Springs, Nevada"
2022-04-11T16:40:18.107Z,2.10,"20 km WNW of Sitka, Alaska"
2022-04-11T16:38:48.770Z,0.36,"2km NNW of The Geysers, CA"
2022-04-11T16:37:33.539Z,2.11,"10 km NW of Pawnee, Oklahoma"
2022-04-11T16:31:23.370Z,1.15,"12km SE of Olancha, CA"
2022-04-11T16:29:30.640Z,2.08,"4km WNW of The Geysers, CA"
2022-04-11T16:27:46.560Z,0.35,"6km NW of The Geysers, CA"
2022-04-11T16:27:05.721Z,1.70,"19 km WNW of Sitka, Alaska"
2022-04-11T16:18:27.350Z,1.16,"7km S of Loma Linda, CA"
2022-04-11T16:16:21.099Z,0.90,"2 km N of Chickaloon, Alaska"
2022-04-11T16:04:34.070Z,1.05,"5km SSE of Beaumont, CA"
2022-04-11T15:59:19.320Z,1.11,"6km S of Livermore, CA"
2022-04-11T15:58:13.790Z,2.44,"8 km S of Volcano, Hawaii"
2022-04-11T15:53:11.410Z,0.80,"9 km N of Truckee, California"
2022-04-11T15:46:49.161Z,4.50,south of the Fiji Islands
2022-04-11T15:40:44.602Z,4.60,South Sandwich Islands region
2022-04-11T15:34:55.360Z,1.86,"4 km E of Pāhala, Hawaii"
2022-04-11T15:21:27.200Z,1.32,"0 km SSW of Indianola, Washington"
2022-04-11T15:15:17.280Z,1.49,"40 km NE of Kelly, Wyoming"
2022-04-11T15:15:03.120Z,1.40,"47 km NW of Beluga, Alaska"
2022-04-11T15:02:30.427Z,2.80,"77 km ESE of Egegik, Alaska"
2022-04-11T14:52:17.201Z,1.30,"51 km SSE of Denali National Park, Alaska"
2022-04-11T14:43:09.383Z,4.70,"49 km SE of Hengchun, Taiwan"
2022-04-11T14:41:57.609Z,4.90,"143 km SSE of Alo, Wallis and Futuna"
2022-04-11T14:32:30.237Z,4.50,"62 km ESE of Yujing, Taiwan"
2022-04-11T14:19:42.270Z,0.85,"8km W of Cobb, CA"
2022-04-11T13:58:45.360Z,0.49,"6km WNW of The Geysers, CA"
2022-04-11T13:54:23.300Z,0.28,"8km W of Cobb, CA"
2022-04-11T13:47:29.539Z,5.30,"45 km SE of Hengchun, Taiwan"
2022-04-11T13:46:28.153Z,1.70,"60 km SE of Denali National Park, Alaska"
2022-04-11T13:46:18.640Z,2.00,"61 km S of Lowell Point, Alaska"
2022-04-11T13:43:21.510Z,1.42,"10km SW of Niland, CA"
2022-04-11T13:20:55.230Z,0.89,"17km W of Searles Valley, CA"
2022-04-11T13:20:01.770Z,1.57,"25 km NW of Stanley, Idaho"
2022-04-11T13:19:21.510Z,3.51,"49 km SSE of Punta Cana, Dominican Republic"
2022-04-11T13:10:38.173Z,1.00,"23 km WNW of Willow, Alaska"
2022-04-11T12:55:53.660Z,-0.22,"7km ENE of Coso Junction, CA"
2022-04-11T12:55:12.980Z,0.99,"19km S of Trona, CA"
2022-04-11T12:48:13.729Z,0.80,"4 km NE of Chickaloon, Alaska"
2022-04-11T12:41:04.016Z,1.80,"1 km N of Chickaloon, Alaska"
2022-04-11T12:38:30.354Z,1.90,"5 km NNE of Chickaloon, Alaska"
2022-04-11T12:29:31.147Z,4.70,"189 km SSW of Boyolangu, Indonesia"
2022-04-11T12:29:03.149Z,1.30,"49 km N of Petersville, Alaska"
2022-04-11T12:26:13.066Z,3.40,"Andreanof Islands, Aleutian Islands, Alaska"
2022-04-11T12:23:43.510Z,-0.23,"2km NW of The Geysers, CA"
2022-04-11T12:23:22.848Z,1.20,"2 km N of Chickaloon, Alaska"
2022-04-11T12:15:41.109Z,4.90,"105 km SE of Honiara, Solomon Islands"
2022-04-11T12:04:59.550Z,0.56,"18km ESE of Anza, CA"
2022-04-11T11:54:44.390Z,1.89,"5 km N of Brinnon, Washington"
2022-04-11T11:52:37.050Z,1.66,"15km WSW of Searles Valley, CA"
2022-04-11T11:45:31.336Z,2.70,"22 km SSE of Point Possession, Alaska"
2022-04-11T11:37:42.153Z,4.30,"100 km ESE of La Rivera, Mexico"
2022-04-11T11:33:14.380Z,0.43,"2 km WSW of Benton City, Washington"
2022-04-11T11:21:48.255Z,0.90,"26 km ENE of Beluga, Alaska"
2022-04-11T11:15:48.512Z,4.60,"39 km E of Cortes, Philippines"
2022-04-11T10:53:17.071Z,1.80,"43 km NE of Pedro Bay, Alaska"
2022-04-11T10:46:26.480Z,1.21,"2 km SSE of Howardville, Missouri"
2022-04-11T10:43:01.602Z,0.60,"62 km N of Karluk, Alaska"
2022-04-11T10:33:21.324Z,1.80,"11 km N of Ninilchik, Alaska"
2022-04-11T10:29:31.780Z,0.18,"7km WNW of Cobb, CA"
2022-04-11T10:28:34.170Z,1.22,"16 km S of Tallaboa, Puerto Rico"
2022-04-11T10:25:35.410Z,1.38,"13km SSW of Olancha, CA"
2022-04-11T10:17:27.497Z,4.60,"77 km WSW of Kandrian, Papua New Guinea"
2022-04-11T10:14:59.760Z,1.16,"12km ENE of Cloverdale, CA"
2022-04-11T10:09:10.070Z,-0.66,"87 km NNW of Karluk, Alaska"
2022-04-11T09:53:39.313Z,2.10,"33 km ENE of Port Alsworth, Alaska"
2022-04-11T09:46:30.470Z,1.10,"2 km E of Chickaloon, Alaska"
2022-04-11T09:40:06.706Z,4.40,"23 km E of Yuyapichis, Peru"
2022-04-11T09:23:54.025Z,1.60,"68 km ENE of Pedro Bay, Alaska"
2022-04-11T09:18:06.297Z,1.00,"18 km E of Minto, Alaska"
2022-04-11T09:06:15.480Z,2.27,"5 km WSW of Fuig, Puerto Rico"
2022-04-11T08:27:39.920Z,2.47,"14 km SSE of Guánica, Puerto Rico"
2022-04-11T08:24:02.760Z,0.84,"6km NW of The Geysers, CA"
2022-04-11T08:13:13.180Z,1.68,"14 km NW of Stanley, Idaho"
2022-04-11T08:07:46.920Z,0.18,"36 km NNE of Amboy, Washington"
2022-04-11T08:03:49.970Z,2.43,"10 km SSE of Indios, Puerto Rico"
2022-04-11T07:53:58.020Z,4.40,"161 km SE of Hirara, Japan"
2022-04-11T07:49:25.518Z,0.90,"9 km W of Cohoe, Alaska"
2022-04-11T07:44:42.390Z,0.70,"3 km NE of Chickaloon, Alaska"
2022-04-11T07:41:11.470Z,2.84,"7 km E of Pāhala, Hawaii"
2022-04-11T07:32:54.060Z,0.26,"3km WSW of Anderson Springs, CA"
2022-04-11T07:30:35.304Z,1.80,"24 km N of Fishhook, Alaska"
2022-04-11T07:25:31.717Z,2.70,"21 km N of Skwentna, Alaska"
2022-04-11T07:13:18.470Z,3.73,"99 km N of Charlotte Amalie, U.S. Virgin Islands"
2022-04-11T07:12:42.464Z,1.40,"24 km WNW of Happy Valley, Alaska"
2022-04-11T07:11:36.192Z,4.60,"84 km ESE of Finschhafen, Papua New Guinea"
2022-04-11T07:08:49.990Z,1.92,"6 km ESE of La Parguera, Puerto Rico"
2022-04-11T07:07:22.650Z,0.27,"15 km NE of West Yellowstone, Montana"
2022-04-11T07:02:34.060Z,1.33,"9 km SE of Pole Ojea, Puerto Rico"
2022-04-11T07:00:51.610Z,0.35,"87 km NNW of Karluk, Alaska"
2022-04-11T06:53:02.032Z,4.60,"65 km SW of Kandrian, Papua New Guinea"
2022-04-11T06:52:43.290Z,0.97,"9km ENE of Coso Junction, CA"
2022-04-11T06:50:18.430Z,2.44,"8 km SSE of Maria Antonia, Puerto Rico"
2022-04-11T06:48:03.100Z,0.75,"7km WNW of Cobb, CA"
2022-04-11T06:47:32.030Z,1.86,southern Idaho
2022-04-11T06:40:25.354Z,1.50,"21 km NNW of Beluga, Alaska"
2022-04-11T06:40:18.890Z,1.88,"Rat Islands, Aleutian Islands, Alaska"
2022-04-11T06:36:37.359Z,2.67,"8 km E of Nescatunga, Oklahoma"
2022-04-11T06:14:59.318Z,1.20,"41 km NW of Ninilchik, Alaska"
2022-04-11T06:09:27.704Z,1.70,"55 km W of Anchor Point, Alaska"
2022-04-11T06:07:23.450Z,1.08,"15km ESE of Julian, CA"
2022-04-11T06:04:55.770Z,0.85,"7km NW of The Geysers, CA"
2022-04-11T05:54:26.750Z,0.54,"6 km SW of Corinne, Utah"
2022-04-11T05:52:41.070Z,0.75,"7km NW of The Geysers, CA"
2022-04-11T05:44:42.483Z,2.20,"50 km NNW of Koyukuk, Alaska"
2022-04-11T05:35:57.350Z,2.61,"15 km SSE of Indios, Puerto Rico"
2022-04-11T05:33:05.612Z,0.90,"1 km N of Chickaloon, Alaska"
2022-04-11T05:24:09.410Z,0.80,"2 km NE of Jackson, Wyoming"
2022-04-11T05:20:19.660Z,1.83,"0 km NNW of Maria Antonia, Puerto Rico"
2022-04-11T05:12:09.609Z,1.90,"50 km WSW of Tatitlek, Alaska"
2022-04-11T05:11:46.155Z,3.30,"17 km WNW of Old Harbor, Alaska"
2022-04-11T05:10:54.220Z,0.11,"15 km NE of West Yellowstone, Montana"
2022-04-11T04:58:14.230Z,1.70,"42 km SSE of Glacier View, Alaska"
2022-04-11T04:57:51.036Z,1.40,"24 km WSW of Denali Park, Alaska"
2022-04-11T04:57:21.222Z,0.40,"60 km E of Chase, Alaska"
2022-04-11T04:42:37.513Z,1.60,"66 km S of Shungnak, Alaska"
2022-04-11T04:40:01.860Z,0.19,"7km NW of The Geysers, CA"
2022-04-11T04:38:31.196Z,1.30,"63 km NNW of Petersville, Alaska"
2022-04-11T04:33:48.680Z,0.44,"15 km NE of West Yellowstone, Montana"
2022-04-11T04:28:58.260Z,0.89,"2 km NE of Jackson, Wyoming"
2022-04-11T04:23:55.264Z,1.80,"18 km NE of Moose Pass, Alaska"
2022-04-11T04:21:40.836Z,1.50,"15 km ESE of Minto, Alaska"
2022-04-11T04:02:59.490Z,-0.58,"84 km NNW of Karluk, Alaska"
2022-04-11T03:50:00.290Z,1.91,"6 km ESE of Pāhala, Hawaii"
2022-04-11T03:47:01.160Z,0.85,"8km NW of The Geysers, CA"
2022-04-11T03:45:12.440Z,1.47,"8km NW of The Geysers, CA"
2022-04-11T03:40:39.510Z,0.43,"9km N of Anza, CA"
2022-04-11T03:34:34.950Z,0.43,"13km SSE of Anza, CA"
2022-04-11T03:33:24.380Z,4.22,"13 km NNE of Otra Banda, Dominican Republic"
2022-04-11T03:30:09.210Z,0.99,"6 km SSW of Bingham Canyon, Utah"
2022-04-11T03:21:40.300Z,0.97,"8km NW of The Geysers, CA"
2022-04-11T03:08:10.780Z,0.35,"3km NNW of The Geysers, CA"
2022-04-11T03:00:43.680Z,1.80,"69 km N of Petersville, Alaska"
2022-04-11T02:55:55.680Z,1.09,"9km SSW of Idyllwild, CA"
2022-04-11T02:53:51.420Z,1.07,"1 km E of Jackson, Wyoming"
